순번,근무형태구분,연월,주차,사번,이름,직급,소속사업장,소속부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무_중식
150,일반,2026-06,6월 3주차,10150,오은서,사원,거제조선소,Smart Vessel사업팀,8.6,9.1,9.0,9.4,9.3,0.0,0.0,45.4,45.4,4.7,0,1.4,1.0
151,일반,2026-06,6월 3주차,10151,신서윤,부장,판교R&D센터,품질팀,8.3,9.0,8.4,8.9,8.5,3.5,0.0,46.6,43.1,4.6,0,3.0,1.0
152,일반,2026-06,6월 3주차,10152,조지훈,대리,거제조선소,기구설계팀,8.9,9.0,8.4,8.4,8.7,0.0,0.0,43.4,43.4,3.9,0,4.0,1.0
153,일반,2026-06,6월 3주차,10153,윤은서,사원,거제조선소,품질팀,7.8,9.0,8.7,8.5,8.5,0.0,0.0,42.5,42.5,3.9,0,4.5,1.0
154,일반,2026-06,6월 3주차,10154,장민준,차장,판교R&D센터,소나개발팀,10.2,9.2,10.4,10.3,9.3,0.0,0.0,49.4,49.4,3.5,0,3.3,1.0
155,일반,2026-06,6월 3주차,10155,정현우,대리,거제조선소,품질팀,8.6,8.6,8.1,8.3,8.4,0.0,0.0,42.0,42.0,4.6,0,3.0,1.0
156,일반,2026-06,6월 3주차,10156,서다은,과장,거제조선소,소나개발팀,9.6,10.4,9.1,9.8,9.8,0.0,0.0,48.7,48.7,3.7,0,1.9,1.0
157,일반,2026-06,6월 3주차,10157,박승우,대리,판교R&D센터,품질팀,8.0,8.1,8.2,6.8,7.6,0.0,0.0,38.7,38.7,3.9,0,2.8,1.0
158,일반,2026-06,6월 3주차,10158,황나윤,과장,거제조선소,Smart Vessel사업팀,9.1,8.3,8.8,8.9,9.8,0.0,0.0,44.9,44.9,3.6,0,1.4,1.0
159,일반,2026-06,6월 3주차,10159,류채원,과장,거제조선소,Smart Vessel사업팀,9.0,9.4,9.0,8.8,9.7,0.0,0.0,45.9,45.9,3.8,0,1.6,1.0
160,일반,2026-06,6월 3주차,10160,조태윤,사원,거제조선소,소나개발팀,9.9,9.6,8.7,9.2,9.2,0.0,0.0,46.6,46.6,4.0,0,1.9,1.0
161,일반,2026-06,6월 3주차,10161,정준서,대리,거제조선소,소나개발팀,8.9,9.9,9.5,9.7,9.6,0.0,0.0,47.6,47.6,4.8,0,1.6,1.0
162,탄력근무제,2026-06,6월 3주차,10162,이다은,과장,거제조선소,품질팀,8.0,8.1,7.5,8.0,7.2,0.0,0.0,38.8,38.8,4.7,0,4.6,1.0
163,일반,2026-06,6월 3주차,10163,신하윤,차장,판교R&D센터,구매팀,8.1,7.7,8.4,8.1,8.5,0.0,0.0,40.8,40.8,4.1,0,4.1,1.0
164,탄력근무제,2026-06,6월 3주차,10164,박다은,대리,판교R&D센터,경영지원팀,7.9,7.5,7.8,8.6,8.7,0.0,0.0,40.5,40.5,3.5,0,4.0,1.0
165,일반,2026-06,6월 3주차,10165,한소율,과장,거제조선소,Smart Vessel사업팀,10.5,9.0,8.9,8.6,9.4,0.0,0.0,46.4,46.4,4.8,0,1.3,1.0
166,일반,2026-06,6월 3주차,10166,오예린,대리,거제조선소,Smart Vessel사업팀,9.7,9.4,8.4,10.2,9.7,0.0,0.0,47.4,47.4,3.9,0,2.9,1.0
167,일반,2026-06,6월 3주차,10167,강나윤,차장,거제조선소,해양SW2팀,7.9,8.7,8.0,9.4,8.8,0.0,0.0,42.8,42.8,5.0,0,3.9,1.0
168,일반,2026-06,6월 3주차,10168,류우진,사원,거제조선소,경영지원팀,8.1,8.0,8.9,7.6,7.9,0.0,0.0,40.5,40.5,4.4,0,6.4,1.0
169,일반,2026-06,6월 3주차,10169,정우진,과장,성남사업장,품질팀,8.5,8.4,8.5,8.1,7.5,0.0,0.0,41.0,41.0,4.8,0,3.1,1.0
170,일반,2026-06,6월 3주차,10170,박하윤,대리,판교R&D센터,기구설계팀,9.1,9.0,8.3,8.7,9.2,0.0,0.0,44.3,44.3,3.7,0,3.3,1.0
171,탄력근무제,2026-06,6월 3주차,10171,박나윤,대리,거제조선소,기구설계팀,9.0,8.1,8.4,8.9,9.2,0.0,0.0,43.6,43.6,4.5,0,3.6,1.0
172,탄력근무제,2026-06,6월 3주차,10172,홍재현,과장,거제조선소,소나개발팀,10.0,9.6,9.8,9.3,9.4,0.0,0.0,48.1,48.1,3.7,0,2.0,1.0
173,탄력근무제,2026-06,6월 3주차,10173,한성민,사원,거제조선소,소나개발팀,9.9,9.1,8.4,10.1,8.8,0.0,0.0,46.3,46.3,4.9,0,2.3,1.0
174,일반,2026-06,6월 3주차,10174,전유진,사원,성남사업장,경영지원팀,7.3,7.6,7.7,7.7,8.0,0.0,0.0,38.3,38.3,4.4,0,5.8,1.0
175,일반,2026-06,6월 3주차,10175,홍동현,대리,판교R&D센터,품질팀,8.0,8.0,8.7,8.9,8.9,0.0,0.0,42.5,42.5,3.7,0,3.1,1.0
176,일반,2026-06,6월 3주차,10176,전서윤,과장,거제조선소,구매팀,7.8,7.1,7.9,7.7,7.3,0.0,0.0,37.8,37.8,4.9,0,3.5,1.0
177,일반,2026-06,6월 3주차,10177,서지훈,과장,거제조선소,품질팀,8.9,8.1,8.5,8.3,8.0,0.0,2.8,44.6,41.8,4.5,0,5.0,1.0
178,일반,2026-06,6월 3주차,10178,정윤서,대리,판교R&D센터,구매팀,7.6,7.6,8.8,8.2,7.9,0.0,0.0,40.1,40.1,4.7,0,4.6,1.0
179,일반,2026-06,6월 3주차,10179,오민준,부장,판교R&D센터,Smart Vessel사업팀,9.6,8.3,9.6,8.8,9.0,0.0,0.0,45.3,45.3,3.6,0,1.5,1.0
180,근태예외자,2026-06,6월 3주차,10180,정도윤,사원,거제조선소,경영지원팀,8.1,7.6,7.8,8.7,8.0,0.0,0.0,40.2,40.2,3.5,0,5.3,1.0
181,탄력근무제,2026-06,6월 3주차,10181,전지훈,대리,판교R&D센터,소나개발팀,9.3,9.7,9.9,10.5,9.5,0.0,0.0,48.9,48.9,3.9,0,1.8,1.0
182,일반,2026-06,6월 3주차,10182,오윤서,사원,판교R&D센터,해양SW1팀,9.4,8.7,9.0,9.7,9.3,0.0,0.0,46.1,46.1,4.3,0,3.4,1.0
183,일반,2026-06,6월 3주차,10183,황승우,과장,거제조선소,경영지원팀,7.8,8.1,8.8,8.2,8.3,0.0,0.0,41.2,41.2,3.7,0,4.2,1.0
184,일반,2026-06,6월 3주차,10184,서건우,부장,거제조선소,경영지원팀,7.6,8.3,7.0,8.5,8.4,0.0,0.0,39.8,39.8,4.4,0,5.9,1.0
185,일반,2026-06,6월 3주차,10185,황서윤,차장,성남사업장,해양SW1팀,9.5,9.2,8.5,8.5,9.3,0.0,0.0,45.0,45.0,3.9,0,3.6,1.0
186,일반,2026-06,6월 3주차,10186,장우진,과장,거제조선소,Smart Vessel사업팀,9.1,9.0,9.1,10.0,9.4,0.0,0.0,46.6,46.6,4.9,0,1.2,1.0
187,탄력근무제,2026-06,6월 3주차,10187,김다은,대리,판교R&D센터,해양SW2팀,8.7,8.4,8.6,8.7,9.3,0.0,0.0,43.7,43.7,4.7,0,3.4,1.0
188,일반,2026-06,6월 3주차,10188,최민재,사원,거제조선소,Smart Vessel사업팀,8.6,9.3,8.9,9.3,9.1,0.0,0.0,45.2,45.2,3.6,0,1.6,1.0
189,탄력근무제,2026-06,6월 3주차,10189,정태윤,사원,거제조선소,소나개발팀,9.2,10.2,9.5,9.9,10.5,0.0,0.0,49.3,49.3,4.6,0,2.4,1.0
190,일반,2026-06,6월 3주차,10190,정수아,사원,거제조선소,Smart Vessel사업팀,9.7,9.3,9.4,9.7,9.3,0.0,0.0,47.4,47.4,4.1,0,1.9,1.0
191,일반,2026-06,6월 3주차,10191,윤다은,대리,거제조선소,기구설계팀,9.0,9.2,8.2,8.5,8.6,0.0,0.0,43.5,43.5,4.3,0,4.6,1.0
192,일반,2026-06,6월 3주차,10192,안현우,사원,판교R&D센터,경영지원팀,8.1,7.9,8.4,7.5,8.3,0.0,0.0,40.2,40.2,4.7,0,4.6,1.0
193,일반,2026-06,6월 3주차,10193,박건우,대리,거제조선소,품질팀,9.4,8.2,8.4,8.8,8.1,0.0,0.0,42.9,42.9,4.7,0,3.3,1.0
194,일반,2026-06,6월 3주차,10194,홍준서,대리,거제조선소,소나개발팀,10.5,9.6,10.4,9.8,9.6,0.0,0.0,49.9,49.9,4.6,0,1.9,1.0
195,일반,2026-06,6월 3주차,10195,홍하은,사원,거제조선소,Smart Vessel사업팀,9.2,9.4,9.4,9.8,9.3,0.0,0.0,47.1,47.1,3.8,0,2.8,1.0
196,일반,2026-06,6월 3주차,10196,홍유진,대리,거제조선소,소나개발팀,9.7,9.9,10.2,9.8,10.2,0.0,0.0,49.8,49.8,4.0,0,3.2,1.0
197,탄력근무제,2026-06,6월 3주차,10197,박성민,부장,판교R&D센터,경영지원팀,8.3,8.3,8.7,8.1,9.1,0.0,0.0,42.5,42.5,4.1,0,4.7,1.0
198,탄력근무제,2026-06,6월 3주차,10198,한다인,대리,판교R&D센터,소나개발팀,9.6,10.3,9.0,9.2,9.4,0.0,0.0,47.5,47.5,4.3,0,2.1,1.0
199,일반,2026-06,6월 3주차,10199,조하윤,차장,거제조선소,경영지원팀,8.0,7.7,7.5,7.9,8.1,0.0,0.0,39.2,39.2,4.7,0,5.1,1.0
200,탄력근무제,2026-06,6월 3주차,10200,신승우,차장,거제조선소,품질팀,8.3,8.8,8.8,8.4,8.4,0.0,0.0,42.7,42.7,3.7,0,3.8,1.0
201,일반,2026-06,6월 3주차,10201,황예린,부장,성남사업장,품질팀,8.9,8.5,8.7,9.1,9.1,0.0,0.0,44.3,44.3,4.1,0,4.8,1.0
202,일반,2026-06,6월 3주차,10202,강수아,차장,거제조선소,구매팀,8.0,7.8,8.5,7.6,8.3,0.0,0.0,40.2,40.2,4.7,0,3.9,1.0
203,일반,2026-06,6월 3주차,10203,신유진,대리,거제조선소,기구설계팀,9.0,8.2,8.9,8.5,9.0,0.0,1.6,45.2,43.6,3.7,0,4.4,1.0
204,일반,2026-06,6월 3주차,10204,홍은서,사원,판교R&D센터,품질팀,8.0,8.3,8.3,8.5,9.2,0.0,0.0,42.3,42.3,3.6,0,2.8,1.0
205,일반,2026-06,6월 3주차,10205,강민준,과장,거제조선소,품질팀,8.4,8.5,8.2,9.1,8.8,0.0,0.0,43.0,43.0,4.3,0,4.9,1.0
206,일반,2026-06,6월 3주차,10206,홍예린,차장,거제조선소,소나개발팀,10.0,9.3,10.0,9.2,10.1,0.0,0.0,48.6,48.6,4.5,0,3.4,1.0
207,탄력근무제,2026-06,6월 3주차,10207,오우진,사원,판교R&D센터,해양SW1팀,9.7,9.3,9.1,9.8,9.4,0.0,0.0,47.3,47.3,4.2,0,3.9,1.0
208,일반,2026-06,6월 3주차,10208,최민준,대리,거제조선소,구매팀,7.9,8.8,7.9,8.8,8.2,0.0,0.0,41.6,41.6,4.9,0,3.6,1.0
209,일반,2026-06,6월 3주차,10209,권재현,대리,거제조선소,Smart Vessel사업팀,9.4,10.0,9.2,9.1,9.3,0.0,0.0,47.0,47.0,4.9,0,1.9,1.0
210,일반,2026-06,6월 3주차,10210,박우진,부장,거제조선소,경영지원팀,7.6,7.4,7.8,8.3,8.6,0.0,0.0,39.7,39.7,3.9,0,5.6,1.0
211,일반,2026-06,6월 3주차,10211,송수아,부장,판교R&D센터,품질팀,8.3,8.0,8.2,8.4,8.8,0.0,0.0,41.7,41.7,4.3,0,4.4,1.0
212,일반,2026-06,6월 3주차,10212,최재현,사원,판교R&D센터,해양SW1팀,9.1,9.8,9.7,10.2,9.9,0.0,0.0,48.7,48.7,4.6,0,2.7,1.0
213,일반,2026-06,6월 3주차,10213,송지훈,대리,판교R&D센터,품질팀,8.9,8.9,8.6,8.6,7.9,0.0,0.0,42.9,42.9,4.8,0,4.1,1.0
214,일반,2026-06,6월 3주차,10214,류도윤,대리,거제조선소,경영지원팀,8.6,7.6,7.8,8.4,7.6,0.0,0.0,40.0,40.0,4.6,0,5.2,1.0
215,일반,2026-06,6월 3주차,10215,송동현,사원,판교R&D센터,경영지원팀,7.5,8.4,7.1,7.9,7.8,0.0,0.0,38.7,38.7,4.1,0,4.4,1.0
216,일반,2026-06,6월 3주차,10216,임유진,사원,판교R&D센터,소나개발팀,9.5,10.0,9.5,9.5,9.2,0.0,0.0,47.7,47.7,4.5,0,3.2,1.0
217,일반,2026-06,6월 3주차,10217,홍수아,사원,판교R&D센터,기구설계팀,8.5,8.1,8.6,7.7,7.9,0.0,0.0,40.8,40.8,4.8,0,3.8,1.0
218,일반,2026-06,6월 3주차,10218,류지훈,과장,거제조선소,Smart Vessel사업팀,8.7,9.2,9.9,8.6,8.5,0.0,0.0,44.9,44.9,4.4,0,2.3,1.0
219,일반,2026-06,6월 3주차,10219,김도윤,부장,판교R&D센터,품질팀,8.4,7.6,8.1,7.8,7.8,0.0,0.0,39.7,39.7,3.6,0,3.5,1.0
220,일반,2026-06,6월 3주차,10220,홍민준,과장,판교R&D센터,해양SW2팀,8.5,9.3,9.3,8.3,9.2,0.0,0.0,44.6,44.6,3.7,0,4.3,1.0
221,탄력근무제,2026-06,6월 3주차,10221,서하윤,대리,거제조선소,기구설계팀,9.8,8.8,8.6,8.8,8.6,0.0,1.0,45.6,44.6,4.1,0,5.0,1.0
222,일반,2026-06,6월 3주차,10222,전지훈,사원,거제조선소,구매팀,8.2,7.7,8.1,8.1,8.0,0.0,0.0,40.1,40.1,3.7,0,4.1,1.0
223,일반,2026-06,6월 3주차,10223,오건우,과장,성남사업장,품질팀,8.0,8.8,8.9,9.4,8.5,4.4,0.0,48.0,43.6,4.1,0,5.1,1.0
224,일반,2026-06,6월 3주차,10224,이하윤,대리,거제조선소,기구설계팀,9.4,8.9,10.4,9.1,9.6,0.0,0.0,47.4,47.4,3.8,0,4.7,1.0
225,탄력근무제,2026-06,6월 3주차,10225,한재현,대리,판교R&D센터,해양SW1팀,10.3,9.1,9.7,9.9,9.3,0.0,0.0,48.3,48.3,3.9,0,3.1,1.0
226,일반,2026-06,6월 3주차,10226,박준서,대리,성남사업장,경영지원팀,7.5,8.7,8.3,8.4,8.0,0.0,2.5,43.4,40.9,4.4,0,5.8,1.0
227,일반,2026-06,6월 3주차,10227,전승우,사원,거제조선소,품질팀,8.7,9.8,8.1,8.3,8.6,0.0,0.0,43.5,43.5,4.2,0,4.9,1.0
228,일반,2026-06,6월 3주차,10228,장가은,대리,판교R&D센터,소나개발팀,9.3,8.9,10.6,9.6,9.4,0.0,0.0,47.8,47.8,4.3,0,1.9,1.0
229,일반,2026-06,6월 3주차,10229,송하윤,사원,판교R&D센터,소나개발팀,9.0,9.4,8.8,9.2,8.8,0.0,0.0,45.2,45.2,4.1,0,2.5,1.0
230,일반,2026-06,6월 3주차,10230,전하은,차장,판교R&D센터,기구설계팀,9.2,8.4,8.6,8.3,7.9,0.0,0.0,42.4,42.4,4.4,0,3.2,1.0
231,일반,2026-06,6월 3주차,10231,정재현,대리,판교R&D센터,품질팀,8.3,9.0,8.9,8.1,8.7,0.0,0.0,43.0,43.0,4.7,0,4.1,1.0
232,일반,2026-06,6월 3주차,10232,황건우,사원,거제조선소,소나개발팀,9.4,8.9,9.8,8.9,9.6,0.0,0.0,46.6,46.6,4.0,0,2.6,1.0
233,일반,2026-06,6월 3주차,10233,서나윤,대리,성남사업장,품질팀,8.5,8.7,9.4,8.4,8.8,0.0,0.0,43.8,43.8,3.9,0,3.8,1.0
234,일반,2026-06,6월 3주차,10234,김예린,대리,판교R&D센터,경영지원팀,8.6,7.9,8.1,7.9,7.8,0.0,0.0,40.3,40.3,3.5,0,3.5,1.0
235,일반,2026-06,6월 3주차,10235,홍민준,대리,판교R&D센터,기구설계팀,8.7,8.8,8.4,8.4,8.1,0.0,0.0,42.4,42.4,3.8,0,3.7,1.0
236,일반,2026-06,6월 3주차,10236,강건우,과장,판교R&D센터,해양SW2팀,9.1,10.0,9.1,8.5,8.2,0.0,0.0,44.9,44.9,4.5,0,3.5,1.0
237,일반,2026-06,6월 3주차,10237,류성민,차장,판교R&D센터,해양SW1팀,8.9,8.0,9.3,8.2,9.5,0.0,0.0,43.9,43.9,4.8,0,1.7,1.0
238,일반,2026-06,6월 3주차,10238,안태윤,대리,거제조선소,해양SW1팀,9.4,9.3,9.7,9.5,9.4,0.0,0.0,47.3,47.3,4.5,0,3.2,1.0
239,일반,2026-06,6월 3주차,10239,송시우,차장,판교R&D센터,소나개발팀,10.5,9.8,9.3,9.7,10.0,0.0,0.0,49.3,49.3,4.1,0,2.0,1.0
240,일반,2026-06,6월 3주차,10240,송예린,대리,거제조선소,해양SW1팀,8.7,9.4,8.7,8.6,9.2,0.0,0.0,44.6,44.6,4.9,0,4.2,1.0
241,일반,2026-06,6월 3주차,10241,윤지민,과장,판교R&D센터,기구설계팀,7.2,8.2,8.9,8.3,8.1,0.0,0.0,40.7,40.7,4.3,0,3.1,1.0
242,일반,2026-06,6월 3주차,10242,황시우,부장,판교R&D센터,기구설계팀,8.0,7.9,8.4,8.3,9.0,0.0,0.6,42.2,41.6,3.9,0,3.1,1.0
243,일반,2026-06,6월 3주차,10243,송준서,부장,거제조선소,기구설계팀,9.5,9.6,10.2,8.9,9.0,0.0,0.0,47.2,47.2,4.7,0,4.7,1.0
244,일반,2026-06,6월 3주차,10244,박예린,대리,거제조선소,해양SW1팀,9.8,8.8,9.4,9.2,9.3,0.0,0.0,46.5,46.5,3.9,0,3.9,1.0
245,일반,2026-06,6월 3주차,10245,송성민,과장,거제조선소,해양SW2팀,8.8,9.2,8.6,9.4,8.5,0.0,0.0,44.5,44.5,4.2,0,2.7,1.0
246,일반,2026-06,6월 3주차,10246,안소율,과장,거제조선소,해양SW2팀,8.9,9.6,8.6,9.1,8.9,0.0,0.0,45.1,45.1,4.7,0,2.5,1.0
247,일반,2026-06,6월 3주차,10247,김수아,대리,거제조선소,경영지원팀,8.5,7.3,7.9,9.1,7.4,0.0,0.0,40.2,40.2,4.6,0,4.9,1.0
248,일반,2026-06,6월 3주차,10248,임시우,과장,거제조선소,경영지원팀,8.3,8.5,7.6,7.8,7.8,0.0,0.0,40.0,40.0,4.3,0,3.8,1.0
249,일반,2026-06,6월 3주차,10249,이다인,차장,거제조선소,해양SW2팀,9.1,9.0,8.5,7.8,9.9,0.0,0.0,44.3,44.3,4.1,0,3.6,1.0
250,일반,2026-06,6월 3주차,10250,황유진,차장,성남사업장,소나개발팀,9.8,10.2,10.2,9.2,10.0,0.0,0.0,49.4,49.4,4.1,0,3.3,1.0
251,일반,2026-06,6월 3주차,10251,최다인,부장,거제조선소,소나개발팀,9.7,9.2,9.6,10.0,9.5,0.0,0.0,48.0,48.0,4.3,0,1.8,1.0
252,일반,2026-06,6월 3주차,10252,안우진,부장,성남사업장,경영지원팀,8.3,7.9,8.4,7.7,7.4,0.0,0.0,39.7,39.7,4.0,0,4.6,1.0
253,일반,2026-06,6월 3주차,10253,김가은,대리,판교R&D센터,경영지원팀,7.6,8.5,8.0,7.7,7.5,0.0,0.0,39.3,39.3,4.2,0,5.1,1.0
254,탄력근무제,2026-06,6월 3주차,10254,서민재,과장,거제조선소,해양SW2팀,9.6,9.0,9.6,9.3,9.5,0.0,0.0,47.0,47.0,3.9,0,3.5,1.0
255,일반,2026-06,6월 3주차,10255,한다인,대리,거제조선소,Smart Vessel사업팀,9.7,9.9,9.1,9.6,9.3,0.0,0.0,47.6,47.6,4.6,0,1.5,1.0
256,일반,2026-06,6월 3주차,10256,류민준,사원,성남사업장,기구설계팀,8.1,7.8,8.3,7.9,8.3,0.0,0.0,40.4,40.4,4.5,0,3.2,1.0
257,일반,2026-06,6월 3주차,10257,안다인,사원,거제조선소,Smart Vessel사업팀,10.0,9.3,9.6,9.7,9.8,0.0,0.0,48.4,48.4,4.9,0,2.1,1.0
258,탄력근무제,2026-06,6월 3주차,10258,오나윤,대리,판교R&D센터,Smart Vessel사업팀,9.8,8.8,8.6,9.5,9.0,0.0,0.0,45.7,45.7,4.8,0,2.8,1.0
259,일반,2026-06,6월 3주차,10259,신성민,대리,판교R&D센터,경영지원팀,8.6,8.0,7.8,7.1,7.5,0.0,0.0,39.0,39.0,5.0,0,4.7,1.0
260,일반,2026-06,6월 3주차,10260,전서윤,대리,판교R&D센터,해양SW2팀,9.2,9.1,9.0,9.5,8.9,0.0,0.0,45.7,45.7,3.5,0,3.8,1.0
261,일반,2026-06,6월 3주차,10261,이민재,대리,거제조선소,품질팀,8.2,8.8,9.7,8.4,8.5,0.0,0.0,43.6,43.6,5.0,0,5.1,1.0
262,탄력근무제,2026-06,6월 3주차,10262,권하은,과장,거제조선소,해양SW1팀,9.4,10.3,8.9,9.3,9.7,0.0,0.0,47.6,47.6,4.6,0,3.6,1.0
263,일반,2026-06,6월 3주차,10263,안다은,대리,판교R&D센터,경영지원팀,7.6,7.2,7.8,7.6,7.6,0.0,0.0,37.8,37.8,4.2,0,3.3,1.0
264,일반,2026-06,6월 3주차,10264,김가은,대리,판교R&D센터,기구설계팀,8.3,8.1,8.0,8.4,8.2,0.0,0.0,41.0,41.0,4.8,0,3.5,1.0
265,일반,2026-06,6월 3주차,10265,박다인,대리,거제조선소,Smart Vessel사업팀,8.4,9.8,9.4,8.7,9.1,0.0,0.0,45.4,45.4,4.6,0,1.4,1.0
266,근태예외자,2026-06,6월 3주차,10266,홍다은,사원,판교R&D센터,해양SW1팀,9.0,9.2,8.9,9.5,9.1,0.0,0.0,45.7,45.7,5.0,0,4.5,1.0
267,일반,2026-06,6월 3주차,10267,송지훈,대리,거제조선소,구매팀,8.1,9.0,8.6,7.8,8.3,0.0,0.0,41.8,41.8,3.5,0,4.9,1.0
268,일반,2026-06,6월 3주차,10268,윤민재,사원,거제조선소,구매팀,7.7,7.5,7.5,7.5,7.6,0.0,0.0,37.8,37.8,3.6,0,3.6,1.0
269,탄력근무제,2026-06,6월 3주차,10269,윤우진,대리,거제조선소,구매팀,8.7,8.8,7.5,8.3,8.3,0.0,0.0,41.6,41.6,3.8,0,3.8,1.0
270,일반,2026-06,6월 3주차,10270,전태윤,부장,거제조선소,Smart Vessel사업팀,10.0,10.6,9.4,9.9,9.5,0.0,0.0,49.4,49.4,3.8,0,2.6,1.0
271,일반,2026-06,6월 3주차,10271,전윤서,사원,거제조선소,Smart Vessel사업팀,9.9,9.3,9.0,9.0,10.1,0.0,0.0,47.3,47.3,4.4,0,1.4,1.0
272,일반,2026-06,6월 3주차,10272,이지훈,과장,거제조선소,구매팀,7.6,8.2,7.8,8.8,8.0,0.0,0.0,40.4,40.4,4.6,0,3.2,1.0
273,일반,2026-06,6월 3주차,10273,한소율,차장,판교R&D센터,품질팀,8.7,8.6,9.0,7.7,8.3,0.0,0.0,42.3,42.3,4.1,0,3.9,1.0
274,일반,2026-06,6월 3주차,10274,송현우,과장,거제조선소,해양SW2팀,9.7,9.5,9.1,8.3,9.5,0.0,0.0,46.1,46.1,3.7,0,4.0,1.0
275,일반,2026-06,6월 3주차,10275,오동현,과장,판교R&D센터,구매팀,9.0,8.0,8.8,8.1,8.2,0.0,0.0,42.1,42.1,4.4,0,5.7,1.0
276,일반,2026-06,6월 3주차,10276,강태윤,대리,거제조선소,구매팀,8.1,7.8,8.1,8.2,8.4,0.0,0.0,40.6,40.6,4.8,0,4.4,1.0
277,탄력근무제,2026-06,6월 3주차,10277,송다은,사원,판교R&D센터,해양SW1팀,9.8,9.6,9.0,8.9,9.8,0.0,0.0,47.1,47.1,4.5,0,2.7,1.0
278,일반,2026-06,6월 3주차,10278,박다인,사원,거제조선소,해양SW2팀,9.5,8.7,8.2,9.5,8.8,0.0,0.0,44.7,44.7,3.6,0,2.8,1.0
279,일반,2026-06,6월 3주차,10279,전나윤,대리,거제조선소,해양SW2팀,8.2,9.5,8.8,8.5,9.1,0.0,0.0,44.1,44.1,4.6,0,3.1,1.0
280,탄력근무제,2026-06,6월 3주차,10280,한하윤,차장,거제조선소,해양SW2팀,9.8,9.2,9.5,10.1,8.5,3.7,1.7,52.5,47.1,4.2,0.5,3.4,1.0
281,일반,2026-06,6월 3주차,10281,윤성민,부장,판교R&D센터,Smart Vessel사업팀,9.0,9.1,9.5,10.1,8.9,0.0,2.7,49.3,46.6,3.9,0,1.7,1.0
282,일반,2026-06,6월 3주차,10282,송동현,부장,판교R&D센터,품질팀,8.5,8.5,8.1,8.4,8.5,0.0,0.0,42.0,42.0,3.5,0,3.8,1.0
283,탄력근무제,2026-06,6월 3주차,10283,황태윤,대리,거제조선소,경영지원팀,7.9,8.0,8.4,8.4,8.5,0.0,0.0,41.2,41.2,4.5,0,5.8,1.0
284,탄력근무제,2026-06,6월 3주차,10284,정민준,대리,거제조선소,구매팀,8.1,7.0,7.7,8.1,7.7,3.7,0.0,42.3,38.6,4.8,0,5.8,1.0
285,일반,2026-06,6월 3주차,10285,윤준서,과장,거제조선소,구매팀,8.3,7.4,8.8,8.5,8.9,0.0,0.0,41.9,41.9,3.8,0,3.5,1.0
286,탄력근무제,2026-06,6월 3주차,10286,홍가은,과장,거제조선소,품질팀,9.1,9.0,8.7,9.0,8.4,0.0,0.0,44.2,44.2,4.4,0,4.1,1.0
287,일반,2026-06,6월 3주차,10287,강다인,차장,거제조선소,해양SW1팀,9.3,8.9,9.6,9.1,8.8,0.0,0.0,45.7,45.7,4.2,0,4.3,1.0
288,일반,2026-06,6월 3주차,10288,이태윤,부장,판교R&D센터,소나개발팀,9.1,8.5,9.4,9.6,9.1,0.0,0.0,45.7,45.7,3.7,0,1.6,1.0
289,일반,2026-06,6월 3주차,10289,안우진,과장,판교R&D센터,Smart Vessel사업팀,9.5,8.6,9.4,9.9,9.2,0.0,0.0,46.6,46.6,3.8,0,2.4,1.0
290,일반,2026-06,6월 3주차,10290,송수아,과장,판교R&D센터,경영지원팀,8.1,7.9,7.7,8.3,8.2,0.0,0.0,40.2,40.2,3.7,0,3.8,1.0
291,탄력근무제,2026-06,6월 3주차,10291,신은서,과장,거제조선소,기구설계팀,8.5,9.3,9.7,8.7,9.2,0.0,0.0,45.4,45.4,4.2,0,2.9,1.0
292,일반,2026-06,6월 3주차,10292,장민재,부장,거제조선소,해양SW1팀,9.9,9.2,9.3,8.2,9.3,0.0,0.0,45.9,45.9,4.7,0,4.2,1.0
293,일반,2026-06,6월 3주차,10293,윤하윤,사원,거제조선소,구매팀,8.9,8.5,7.7,8.1,8.3,0.0,0.0,41.5,41.5,4.9,0,5.5,1.0
294,일반,2026-06,6월 3주차,10294,송채원,과장,거제조선소,소나개발팀,9.4,9.6,9.5,9.6,9.0,0.0,0.0,47.1,47.1,3.7,0,1.5,1.0
295,일반,2026-06,6월 3주차,10295,한현우,사원,판교R&D센터,경영지원팀,8.4,8.5,8.4,8.0,8.8,0.0,0.0,42.1,42.1,4.8,0,5.5,1.0
296,탄력근무제,2026-06,6월 3주차,10296,류채원,차장,거제조선소,소나개발팀,9.0,9.7,9.2,9.2,9.5,0.0,0.0,46.6,46.6,3.8,0,2.6,1.0
297,일반,2026-06,6월 3주차,10297,이유진,과장,성남사업장,기구설계팀,8.1,8.9,9.1,8.8,8.6,0.0,0.0,43.5,43.5,4.0,0,4.0,1.0
298,일반,2026-06,6월 3주차,10298,서다인,부장,판교R&D센터,해양SW1팀,9.3,9.9,9.6,7.5,8.8,0.0,0.0,45.1,45.1,4.1,0,2.8,1.0
299,일반,2026-06,6월 3주차,10299,서태윤,사원,판교R&D센터,구매팀,8.7,8.7,9.2,8.6,8.7,0.0,0.0,43.9,43.9,4.6,0,5.6,1.0
